TsetName	Method	TsetSize	TotalREDfly	ModifiedREDfly	TotalREDfly2010	ModifiedREDfly2010	SCRMs	TrainingSetRecovered	PercentageTrainingSetSensitivity	ExpectedValueRandom	PercentageExpectedTrainingSetSensitivity	DifferencesInPercentagesActual&Expected	P_value	REDflyRecovered	PercentageRedflyRecovered	ExpectedOverlapRandom	PercentageExpectedOverlap	DifferencesInPercentagesActual&Expected	P_value	PercentageRecallREDflyRecovery	numberOfKnownCrmsCausesExpressionInTset	numOfSCRMsRecoveredExpMappedCrms	PercentagePatternRecovery	RandomREDflyRecoveredPattern	PercentageOfRandomPatternRecovered	numOfRecoveredSCrmsBelongingToOwnGroup	numOfRecoveredSCrmsBelongingToAnyGroup	percentageExpressionPatternPrecision	ExpectedpercentageExpressionPatternPrecision	P_value	DifferencesInPercentagesActual&ExpectedExpressionRecovered	percentageExpressionPatternRecall	ExpectedpercentageExpressionPatternRecall
mapping2.salivary_gland	imm	14	9368	23785	11461	11458	342	6	0.428571429	0	0	0.428571429	0	118	0.351190476	34	0.101190476	0.245614035	7.39E-51	0.010298481	185	148	0.44047619	164.9	0.49077381	5	148	0.033783784	0.014378664	0.121217524	0.01940512	0.027027027	0.006486486
amnioserosa.mapping1	imm	38	9368	23756	11461	11445	416	25	0.657894737	0.1	0.002631579	0.655263158	0	125	0.319693095	41.9	0.107161125	0.199759615	1.07E-90	0.0109218	377	195	0.498721228	189.2	0.483887468	22	195	0.112820513	0.024182997	5.58E-10	0.088637515	0.058355438	0.0066313
mapping2.blastoderm	imm	82	9368	23646	11461	11445	322	45	0.548780488	0.1	0.001219512	0.547560976	0	108	0.389891697	37	0.133574007	0.220496894	5.17E-30	0.009436435	486	165	0.59566787	144.3	0.520938628	80	165	0.484848485	0.029202664	0	0.45564582	0.164609053	0.004938272
embryonic_trachea	imm	16	9368	23782	11461	11453	217	11	0.6875	0	0	0.6875	0	37	0.17961165	20.8	0.100970874	0.074654378	0.004083857	0.003230595	123	65	0.315533981	101.6	0.493203883	4	65	0.061538462	0.012205046	0.000275353	0.049333416	0.032520325	0.004878049
visceral.mapping1	imm	42	9368	23742	11461	11444	442	23	0.547619048	0.1	0.002380952	0.545238095	0	104	0.248210024	40	0.095465394	0.14479638	8.50E-108	0.009087732	539	162	0.386634845	199.8	0.476849642	19	162	0.117283951	0.041373834	1.31E-08	0.075910117	0.035250464	0.008163265
antenna	imm	80	9368	23716	11461	11419	840	16	0.2	0.1	0.00125	0.19875	0	66	0.080097087	84.2	0.102184466	-0.021666667	0.016888214	0.005779841	2552	226	0.274271845	390.2	0.473543689	81	226	0.35840708	0.276038794	0.000123701	0.082368285	0.031739812	0.022100313
malpig.mapping1	imm	16	9368	23783	11461	11456	425	10	0.625	0	0	0.625	0	73	0.175903614	37.6	0.09060241	0.083294118	3.72E-07	0.006372207	130	104	0.25060241	196.4	0.473253012	5	104	0.048076923	0.013200579	0.001706917	0.034876344	0.038461538	0.010769231
mapping1.visceral_mesoderm	imm	28	9368	23752	11461	11454	477	19	0.678571429	0.1	0.003571429	0.675	0	153	0.334061135	46.8	0.102183406	0.222641509	4.64E-170	0.013357779	418	219	0.478165939	201.3	0.439519651	26	219	0.118721461	0.024808987	9.03E-14	0.093912474	0.062200957	0.006698565
leg_disc	imm	26	9368	23776	11461	11453	448	15	0.576923077	0	0	0.576923077	0	50	0.115473441	44.8	0.103464203	0.011607143	0.104065817	0.004365668	950	77	0.177829099	199.4	0.460508083	13	77	0.168831169	0.115826631	0.117745665	0.053004538	0.013684211	0.013052632
ventral_ectoderm.mapping1	imm	21	9368	23773	11461	11453	224	14	0.666666667	0	0	0.666666667	0	45	0.214285714	20.1	0.095714286	0.111160714	1.60E-12	0.003929102	631	69	0.328571429	105.8	0.503809524	12	69	0.173913043	0.055315888	1.13E-06	0.118597155	0.019017433	0.005071315
somatic_muscle.mapping1	imm	46	9368	23737	11461	11437	510	27	0.586956522	0.3	0.006521739	0.580434783	0	141	0.291925466	48.7	0.100828157	0.180980392	2.64E-44	0.012328408	375	213	0.440993789	220.5	0.456521739	20	213	0.093896714	0.024556722	1.25E-08	0.069339991	0.053333333	0.008533333
mapping1.neuroectoderm	imm	9	9368	23791	11461	11459	207	7	0.777777778	0	0	0.777777778	0	38	0.19	18.5	0.0925	0.094202899	6.67E-06	0.003316171	125	61	0.305	85.6	0.428	4	61	0.06557377	0.008443961	1.48E-07	0.057129809	0.032	0.0032
genital_disc	imm	28	9368	23778	11461	11447	494	13	0.464285714	0	0	0.464285714	0	96	0.1995842	46.8	0.097297297	0.099595142	4.13E-27	0.008386477	393	160	0.332640333	237.5	0.493762994	12	160	0.075	0.060063098	0.280392388	0.014936902	0.030534351	0.018829517
embryonic_epidermis	imm	15	9368	23793	11461	11457	405	7	0.466666667	0	0	0.466666667	0	174	0.43718593	38.4	0.096482412	0.334814815	1.98E-71	0.015187222	100	223	0.560301508	183.6	0.461306533	3	223	0.013452915	0.013605655	0.504975004	-0.00015274	0.03	0.013
mapping2.neuronal	imm	97	9368	23622	11461	11437	379	38	0.391752577	0.4	0.004123711	0.387628866	0	61	0.17888563	36	0.105571848	0.065963061	6.57E-08	0.005333566	2452	142	0.416422287	167.7	0.491788856	48	142	0.338028169	0.215432549	0.000987059	0.12259562	0.019575856	0.007911909
adult_somatic_muscle	imm	15	9368	23784	11461	11456	294	9	0.6	0.1	0.006666667	0.593333333	1.41E-174	67	0.235087719	23.6	0.082807018	0.147619048	3.03E-89	0.005848464	41	93	0.326315789	124.3	0.436140351	5	93	0.053763441	0.001639344	0	0.052124097	0.12195122	0.002439024
mapping1.salivary_gland	imm	14	9368	23785	11461	11458	342	6	0.428571429	0	0	0.428571429	0	118	0.351190476	29.7	0.088392857	0.258187135	1.45E-82	0.010298481	185	148	0.44047619	155.8	0.463690476	5	148	0.033783784	0.013897926	0.036556287	0.019885858	0.027027027	0.005945946
emb-larv_fat_body	imm	16	9368	23785	11461	11453	279	11	0.6875	0.1	0.00625	0.68125	1.18E-260	36	0.134328358	26.4	0.098507463	0.034408602	0.047179785	0.003143281	36	55	0.205223881	118.5	0.442164179	1	55	0.018181818	0.001428571	0.00010425	0.016753247	0.027777778	0.002777778
salivary.mapping1	imm	19	9368	23775	11461	11452	448	8	0.421052632	0	0	0.421052632	0	86	0.195454545	40	0.090909091	0.102678571	4.50E-06	0.007509605	229	117	0.265909091	208	0.472727273	4	117	0.034188034	0.019922817	0.162901096	0.014265217	0.017467249	0.009606987
adult_pns	imm	25	9368	23775	11461	11454	478	15	0.6	0.1	0.004	0.596	0	58	0.125269978	49.4	0.106695464	0.017991632	0.101960733	0.005063733	172	84	0.181425486	220.9	0.477105832	9	84	0.107142857	0.009970162	0	0.097172695	0.052325581	0.006395349
mapping1.mesectoderm	imm	8	9368	23792	11461	11459	216	8	1	0	0	1	0	48	0.230769231	19.7	0.094711538	0.131018519	3.77E-11	0.004188847	116	74	0.355769231	97.4	0.468269231	5	74	0.067567568	0.009902597	0.000416249	0.05766497	0.043103448	0.004310345
mapping1.eye	imm	8	9368	23793	11461	11458	165	6	0.75	0	0	0.75	0	21	0.132075472	16.4	0.103144654	0.027878788	0.047598798	0.001832781	55	43	0.270440252	71.1	0.447169811	2	43	0.046511628	0	0	0.046511628	0.036363636	0
